question_id,option,value,question
132,No,3,Is information on members' roles and committee memberships available to the public?
133,Other,0,"In countries with either single- or multi-member districts, is basic social and economic information on all districts available to the public?"
133,"Yes, online",1,"In countries with either single- or multi-member districts, is basic social and economic information on all districts available to the public?"
133,"Yes, offline",2,"In countries with either single- or multi-member districts, is basic social and economic information on all districts available to the public?"
133,No,3,"In countries with either single- or multi-member districts, is basic social and economic information on all districts available to the public?"
134,Other,0,Is information on any party affiliation of members of parliament available to the public?
134,"Yes, online",1,Is information on any party affiliation of members of parliament available to the public?
134,"Yes, offline",2,Is information on any party affiliation of members of parliament available to the public?
134,No,3,Is information on any party affiliation of members of parliament available to the public?
135,Other,0,"Is contact information for members of parliament, including for any district and capital offices they maintain, available to the public?"
135,"Yes, online",1,"Is contact information for members of parliament, including for any district and capital offices they maintain, available to the public?"
135,"Yes, offline",2,"Is contact information for members of parliament, including for any district and capital offices they maintain, available to the public?"
135,No,3,"Is contact information for members of parliament, including for any district and capital offices they maintain, available to the public?"
136,Other,0,Is an individual member of parliament's attendance record for plenary sessions available to the public?
136,"Yes, online",1,Is an individual member of parliament's attendance record for plenary sessions available to the public?
136,"Yes, offline",2,Is an individual member of parliament's attendance record for plenary sessions available to the public?
136,No,3,Is an individual member of parliament's attendance record for plenary sessions available to the public?
137,Other,0,Is an individual member of parliament's attendance record for committee meetings available to the public?
137,"Yes, online",1,Is an individual member of parliament's attendance record for committee meetings available to the public?
137,"Yes, offline",2,Is an individual member of parliament's attendance record for committee meetings available to the public?
137,No,3,Is an individual member of parliament's attendance record for committee meetings available to the public?
138,Other,0,Is information on an individual member of parliament's expenses available to the public?
138,"Yes, online",1,Is information on an individual member of parliament's expenses available to the public?
138,"Yes, offline",2,Is information on an individual member of parliament's expenses available to the public?
138,No,3,Is information on an individual member of parliament's expenses available to the public?
139,Yes,,Is there a constituency development fund that provides members of parliament with a role in allocating funds for development projects in their district?
139,Other,,Is there a constituency development fund that provides members of parliament with a role in allocating funds for development projects in their district?
139,No,,Is there a constituency development fund that provides members of parliament with a role in allocating funds for development projects in their district?
140,Other,0,"Is information on the use of constituency development funds, including the total amount allocated for the fund and how the money has been spent for each constituency, available to the public?"
140,"Yes, online",1,"Is information on the use of constituency development funds, including the total amount allocated for the fund and how the money has been spent for each constituency, available to the public?"
140,"Yes, offline",2,"Is information on the use of constituency development funds, including the total amount allocated for the fund and how the money has been spent for each constituency, available to the public?"
140,No,3,"Is information on the use of constituency development funds, including the total amount allocated for the fund and how the money has been spent for each constituency, available to the public?"
141,Other,0,Is there a publicly available registry that lists active lobbyists or pressure groups and that provides basic information on their activities?
141,"Yes, online",1,Is there a publicly available registry that lists active lobbyists or pressure groups and that provides basic information on their activities?
141,"Yes, offline",2,Is there a publicly available registry that lists active lobbyists or pressure groups and that provides basic information on their activities?
141,No,3,Is there a publicly available registry that lists active lobbyists or pressure groups and that provides basic information on their activities?
142,Yes,1,"Are members required to disclose information on their meetings with lobbyists, including the name of the lobbyists and the issues discussed?"
142,Other,0,"Are members required to disclose information on their meetings with lobbyists, including the name of the lobbyists and the issues discussed?"
142,No,3,"Are members required to disclose information on their meetings with lobbyists, including the name of the lobbyists and the issues discussed?"
143,Other,0,"If members are required to disclose information on their meetings with lobbyists, is this information available to the public?"
143,"Yes, online",1,"If members are required to disclose information on their meetings with lobbyists, is this information available to the public?"
143,"Yes, offline",2,"If members are required to disclose information on their meetings with lobbyists, is this information available to the public?"
143,No,3,"If members are required to disclose information on their meetings with lobbyists, is this information available to the public?"
144,Other,0,Is information regarding a member of parliament's assets and interests available to the public?
144,"Yes, online",1,Is information regarding a member of parliament's assets and interests available to the public?
144,"Yes, offline",2,Is information regarding a member of parliament's assets and interests available to the public?
144,No,3,Is information regarding a member of parliament's assets and interests available to the public?
145,Other,0,Is information regarding a member of parliament’s involvement on corporate boards available to the public?
145,"Yes, online",1,Is information regarding a member of parliament’s involvement on corporate boards available to the public?
145,"Yes, offline",2,Is information regarding a member of parliament’s involvement on corporate boards available to the public?
145,No,3,Is information regarding a member of parliament’s involvement on corporate boards available to the public?
146,Other,0,"Once completed, are the results of internal parliamentary investigations into conflicts of interest or ethics violations available to the public?"
146,"Yes, online",1,"Once completed, are the results of internal parliamentary investigations into conflicts of interest or ethics violations available to the public?"
146,"Yes, offline",2,"Once completed, are the results of internal parliamentary investigations into conflicts of interest or ethics violations available to the public?"
146,No,3,"Once completed, are the results of internal parliamentary investigations into conflicts of interest or ethics violations available to the public?"
147,Bulk download,1,Plenary attendance record:Through which of the following means can information on members of parliament be accessed by the public?
147,Official bulletin or publication,2,Plenary attendance record:Through which of the following means can information on members of parliament be accessed by the public?
147,API,1,Plenary attendance record:Through which of the following means can information on members of parliament be accessed by the public?
147,Not available,3,Plenary attendance record:Through which of the following means can information on members of parliament be accessed by the public?
147,Other,0,Plenary attendance record:Through which of the following means can information on members of parliament be accessed by the public?
147,Parliamentary website,2,Plenary attendance record:Through which of the following means can information on members of parliament be accessed by the public?
147,Mobile device,2,Plenary attendance record:Through which of the following means can information on members of parliament be accessed by the public?
148,Bulk download,1,Committee attendance record:Through which of the following means can information on members of parliament be accessed by the public?
148,Official bulletin or publication,2,Committee attendance record:Through which of the following means can information on members of parliament be accessed by the public?
148,API,1,Committee attendance record:Through which of the following means can information on members of parliament be accessed by the public?
148,Not available,3,Committee attendance record:Through which of the following means can information on members of parliament be accessed by the public?
148,Other,0,Committee attendance record:Through which of the following means can information on members of parliament be accessed by the public?
148,Parliamentary website,2,Committee attendance record:Through which of the following means can information on members of parliament be accessed by the public?
148,Mobile device,2,Committee attendance record:Through which of the following means can information on members of parliament be accessed by the public?
149,Bulk download,1,Expenses:Through which of the following means can information on members of parliament be accessed by the public?
149,Official bulletin or publication,2,Expenses:Through which of the following means can information on members of parliament be accessed by the public?
149,API,1,Expenses:Through which of the following means can information on members of parliament be accessed by the public?
149,Not available,3,Expenses:Through which of the following means can information on members of parliament be accessed by the public?
149,Other,0,Expenses:Through which of the following means can information on members of parliament be accessed by the public?
149,Parliamentary website,2,Expenses:Through which of the following means can information on members of parliament be accessed by the public?
149,Mobile device,2,Expenses:Through which of the following means can information on members of parliament be accessed by the public?
150,Bulk download,1,Constituency development funds:Through which of the following means can information on members of parliament be accessed by the public?
150,Official bulletin or publication,2,Constituency development funds:Through which of the following means can information on members of parliament be accessed by the public?
150,API,1,Constituency development funds:Through which of the following means can information on members of parliament be accessed by the public?
150,Not available,3,Constituency development funds:Through which of the following means can information on members of parliament be accessed by the public?
150,Other,0,Constituency development funds:Through which of the following means can information on members of parliament be accessed by the public?
150,Parliamentary website,2,Constituency development funds:Through which of the following means can information on members of parliament be accessed by the public?
150,Mobile device,2,Constituency development funds:Through which of the following means can information on members of parliament be accessed by the public?
151,Bulk download,1,Interactions with lobbyists and pressure groups:Through which of the following means can information on members of parliament be accessed by the public?
151,Official bulletin or publication,2,Interactions with lobbyists and pressure groups:Through which of the following means can information on members of parliament be accessed by the public?
151,API,1,Interactions with lobbyists and pressure groups:Through which of the following means can information on members of parliament be accessed by the public?
151,Not available,3,Interactions with lobbyists and pressure groups:Through which of the following means can information on members of parliament be accessed by the public?
151,Other,0,Interactions with lobbyists and pressure groups:Through which of the following means can information on members of parliament be accessed by the public?
151,Parliamentary website,2,Interactions with lobbyists and pressure groups:Through which of the following means can information on members of parliament be accessed by the public?
151,Mobile device,2,Interactions with lobbyists and pressure groups:Through which of the following means can information on members of parliament be accessed by the public?
152,Bulk download,1,Assets and interests:Through which of the following means can information on members of parliament be accessed by the public?
152,Official bulletin or publication,2,Assets and interests:Through which of the following means can information on members of parliament be accessed by the public?
152,API,1,Assets and interests:Through which of the following means can information on members of parliament be accessed by the public?
152,Not available,3,Assets and interests:Through which of the following means can information on members of parliament be accessed by the public?
152,Other,0,Assets and interests:Through which of the following means can information on members of parliament be accessed by the public?
152,Parliamentary website,2,Assets and interests:Through which of the following means can information on members of parliament be accessed by the public?
152,Mobile device,2,Assets and interests:Through which of the following means can information on members of parliament be accessed by the public?
153,Bulk download,1,Results of investigations :Through which of the following means can information on members of parliament be accessed by the public?
153,Official bulletin or publication,2,Results of investigations :Through which of the following means can information on members of parliament be accessed by the public?
153,API,1,Results of investigations :Through which of the following means can information on members of parliament be accessed by the public?
153,Not available,3,Results of investigations :Through which of the following means can information on members of parliament be accessed by the public?
153,Other,0,Results of investigations :Through which of the following means can information on members of parliament be accessed by the public?
153,Parliamentary website,2,Results of investigations :Through which of the following means can information on members of parliament be accessed by the public?
153,Mobile device,2,Results of investigations :Through which of the following means can information on members of parliament be accessed by the public?
154,PDF,2,Plenary attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
154,Word document (.doc),2,Plenary attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
154,Not available,3,Plenary attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
154,Excel or CSV,2,Plenary attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
154,XML,1,Plenary attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
154,Printed copy,2,Plenary attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
154,Other,0,Plenary attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
154,HTML,1,Plenary attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
155,PDF,2,Committee attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
155,Word document (.doc),2,Committee attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
155,Not available,3,Committee attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
155,Excel or CSV,2,Committee attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
155,XML,1,Committee attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
155,Printed copy,2,Committee attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
155,Other,0,Committee attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
155,HTML,1,Committee attendance record:Through which of the following formats can information on members of parliament be accessed by the public?
156,PDF,2,Expenses:Through which of the following formats can information on members of parliament be accessed by the public?
156,Word document (.doc),2,Expenses:Through which of the following formats can information on members of parliament be accessed by the public?
156,Not available,3,Expenses:Through which of the following formats can information on members of parliament be accessed by the public?
156,Excel or CSV,2,Expenses:Through which of the following formats can information on members of parliament be accessed by the public?
156,XML,1,Expenses:Through which of the following formats can information on members of parliament be accessed by the public?
156,Printed copy,2,Expenses:Through which of the following formats can information on members of parliament be accessed by the public?
156,Other,0,Expenses:Through which of the following formats can information on members of parliament be accessed by the public?
156,HTML,1,Expenses:Through which of the following formats can information on members of parliament be accessed by the public?
157,PDF,2,Constituency development funds:Through which of the following formats can information on members of parliament be accessed by the public?
157,Word document (.doc),2,Constituency development funds:Through which of the following formats can information on members of parliament be accessed by the public?
157,Not available,3,Constituency development funds:Through which of the following formats can information on members of parliament be accessed by the public?
157,Excel or CSV,2,Constituency development funds:Through which of the following formats can information on members of parliament be accessed by the public?
157,XML,1,Constituency development funds:Through which of the following formats can information on members of parliament be accessed by the public?
157,Printed copy,2,Constituency development funds:Through which of the following formats can information on members of parliament be accessed by the public?
157,Other,0,Constituency development funds:Through which of the following formats can information on members of parliament be accessed by the public?
157,HTML,1,Constituency development funds:Through which of the following formats can information on members of parliament be accessed by the public?
158,PDF,2,Interactions with lobbyists and pressure groups:Through which of the following formats can information on members of parliament be accessed by the public?
158,Word document (.doc),2,Interactions with lobbyists and pressure groups:Through which of the following formats can information on members of parliament be accessed by the public?
158,Not available,3,Interactions with lobbyists and pressure groups:Through which of the following formats can information on members of parliament be accessed by the public?
158,Excel or CSV,2,Interactions with lobbyists and pressure groups:Through which of the following formats can information on members of parliament be accessed by the public?
158,XML,1,Interactions with lobbyists and pressure groups:Through which of the following formats can information on members of parliament be accessed by the public?
158,Printed copy,2,Interactions with lobbyists and pressure groups:Through which of the following formats can information on members of parliament be accessed by the public?
158,Other,0,Interactions with lobbyists and pressure groups:Through which of the following formats can information on members of parliament be accessed by the public?
158,HTML,1,Interactions with lobbyists and pressure groups:Through which of the following formats can information on members of parliament be accessed by the public?
159,PDF,2,Assets and interests:Through which of the following formats can information on members of parliament be accessed by the public?
159,Word document (.doc),2,Assets and interests:Through which of the following formats can information on members of parliament be accessed by the public?
159,Not available,3,Assets and interests:Through which of the following formats can information on members of parliament be accessed by the public?
159,Excel or CSV,2,Assets and interests:Through which of the following formats can information on members of parliament be accessed by the public?
159,XML,1,Assets and interests:Through which of the following formats can information on members of parliament be accessed by the public?
159,Printed copy,2,Assets and interests:Through which of the following formats can information on members of parliament be accessed by the public?
159,Other,0,Assets and interests:Through which of the following formats can information on members of parliament be accessed by the public?
159,HTML,1,Assets and interests:Through which of the following formats can information on members of parliament be accessed by the public?
160,PDF,2,Results of investigations :Through which of the following formats can information on members of parliament be accessed by the public?
160,Word document (.doc),2,Results of investigations :Through which of the following formats can information on members of parliament be accessed by the public?
160,Not available,3,Results of investigations :Through which of the following formats can information on members of parliament be accessed by the public?
160,Excel or CSV,2,Results of investigations :Through which of the following formats can information on members of parliament be accessed by the public?
160,XML,1,Results of investigations :Through which of the following formats can information on members of parliament be accessed by the public?
160,Printed copy,2,Results of investigations :Through which of the following formats can information on members of parliament be accessed by the public?
160,Other,0,Results of investigations :Through which of the following formats can information on members of parliament be accessed by the public?
160,HTML,1,Results of investigations :Through which of the following formats can information on members of parliament be accessed by the public?
161,4 - 6 years,2,"Plenary attendance record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
161,10 or more years,1,"Plenary attendance record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
161,Not available,3,"Plenary attendance record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
161,1 - 3 years,2,"Plenary attendance record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
161,Less than 1 year,2,"Plenary attendance record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
161,7 - 9 years,1,"Plenary attendance record:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
162,4 - 6 years,2,"Committee attendance record :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
162,10 or more years,1,"Committee attendance record :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
162,Not available,3,"Committee attendance record :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
162,1 - 3 years,2,"Committee attendance record :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
162,Less than 1 year,2,"Committee attendance record :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
162,7 - 9 years,1,"Committee attendance record :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
163,4 - 6 years,2,"Expenses :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
163,10 or more years,1,"Expenses :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
163,Not available,3,"Expenses :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
163,1 - 3 years,2,"Expenses :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
163,Less than 1 year,2,"Expenses :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
163,7 - 9 years,1,"Expenses :If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
164,4 - 6 years,2,"Constituency development funds:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
164,10 or more years,1,"Constituency development funds:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
164,Not available,3,"Constituency development funds:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
164,1 - 3 years,2,"Constituency development funds:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
164,Less than 1 year,2,"Constituency development funds:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
164,7 - 9 years,1,"Constituency development funds:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
165,4 - 6 years,2,"Interactions with lobbyists and pressure groups:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
165,10 or more years,1,"Interactions with lobbyists and pressure groups:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
165,Not available,3,"Interactions with lobbyists and pressure groups:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
165,1 - 3 years,2,"Interactions with lobbyists and pressure groups:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
165,Less than 1 year,2,"Interactions with lobbyists and pressure groups:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
165,7 - 9 years,1,"Interactions with lobbyists and pressure groups:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
166,4 - 6 years,2,"Assets and interests:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
166,10 or more years,1,"Assets and interests:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
166,Not available,3,"Assets and interests:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
166,1 - 3 years,2,"Assets and interests:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
166,Less than 1 year,2,"Assets and interests:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
166,7 - 9 years,1,"Assets and interests:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
167,4 - 6 years,2,"Results of investigations:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
167,10 or more years,1,"Results of investigations:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
167,Not available,3,"Results of investigations:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
167,1 - 3 years,2,"Results of investigations:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
167,Less than 1 year,2,"Results of investigations:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
167,7 - 9 years,1,"Results of investigations:If historical parliamentary information is publicly accessible, for how many past years are the types of information listed below available?"
169,Other,0,Is the parliament's budget available to the public?
169,"Yes, online",1,Is the parliament's budget available to the public?
169,"Yes, offline",2,Is the parliament's budget available to the public?
169,No,3,Is the parliament's budget available to the public?
170,Other,0,Is information about parliamentary expenditures available to the public?
170,"Yes, online",1,Is information about parliamentary expenditures available to the public?
170,"Yes, offline",2,Is information about parliamentary expenditures available to the public?
170,No,3,Is information about parliamentary expenditures available to the public?
171,Other,0,Is information about parliamentary contracts available to the public?
171,"Yes, online",1,Is information about parliamentary contracts available to the public?
171,"Yes, offline",2,Is information about parliamentary contracts available to the public?
171,No,3,Is information about parliamentary contracts available to the public?
172,Other,0,Is information about bids to provide services to the parliament available to the public?
172,"Yes, online",1,Is information about bids to provide services to the parliament available to the public?
172,"Yes, offline",2,Is information about bids to provide services to the parliament available to the public?
172,No,3,Is information about bids to provide services to the parliament available to the public?
173,Other,0,Is information on the roles and structure of parliament's administrative offices available to the public?
173,"Yes, online",1,Is information on the roles and structure of parliament's administrative offices available to the public?
173,"Yes, offline",2,Is information on the roles and structure of parliament's administrative offices available to the public?
173,No,3,Is information on the roles and structure of parliament's administrative offices available to the public?
174,Other,0,Is contact information for senior administrative staff available to the public?
174,"Yes, online",1,Is contact information for senior administrative staff available to the public?
174,"Yes, offline",2,Is contact information for senior administrative staff available to the public?
174,No,3,Is contact information for senior administrative staff available to the public?
